FishID,Source,Location,Year_samples_collected,d13C,d15N,d34S,%C,%N,%S,CN,Species,Station,SIA_location
775_Bis,Ifremer,Bay of Biscay,2018,-18.96,13.1,18.17,41.39,13.07,1.05,3.17,Hake,BISCAY_02,LSMSF
776_Bis,Ifremer,Bay of Biscay,2018,-18.99,13.56,17.12,40.78,12.82,1.03,3.18,Hake,BISCAY_03,LSMSF
777_Bis,Ifremer,Bay of Biscay,2018,-19.86,13.12,18.02,43.01,12.47,1.08,3.45,Hake,BISCAY_03,LSMSF
778_Bis,Ifremer,Bay of Biscay,2018,-18.75,13.19,17.65,40.19,12.83,1.06,3.13,Hake,BISCAY_03,LSMSF
779_Bis,Ifremer,Bay of Biscay,2018,-18.88,12.8,17.74,40.63,12.85,1.13,3.16,Hake,BISCAY_03,LSMSF
780_Bis,Ifremer,Bay of Biscay,2018,-19.13,13.25,17.28,41.71,12.84,1.1,3.25,Hake,BISCAY_03,LSMSF
781_Bis,Ifremer,Bay of Biscay,2018,-18.8,13.36,17.86,41.1,13,1.14,3.16,Hake,BISCAY_01,LSMSF
782_Bis,Ifremer,Bay of Biscay,2018,-18.77,13.53,18.19,41.34,13.22,1.02,3.13,Hake,BISCAY_01,LSMSF
783_Bis,Ifremer,Bay of Biscay,2018,-18.98,12.76,17.85,43.16,13.8,1.14,3.13,Hake,BISCAY_01,LSMSF
784_Bis,Ifremer,Bay of Biscay,2018,-18.48,13.78,17.46,41.23,13.07,1.03,3.15,Hake,BISCAY_01,LSMSF
785_Bis,Ifremer,Bay of Biscay,2018,-18.91,13.24,18.59,41.44,13.13,1.05,3.16,Hake,BISCAY_01,LSMSF
786_Bis,Ifremer,Bay of Biscay,2018,-18.92,13.32,15.67,42.39,13.2,1.08,3.21,Hake,BISCAY_07,LSMSF
787_Bis,Ifremer,Bay of Biscay,2018,-18.97,13.1,17.04,41.56,13.04,1.1,3.19,Hake,BISCAY_07,LSMSF
788_Bis,Ifremer,Bay of Biscay,2018,-18.95,13.14,18.03,41.16,13.01,1.13,3.16,Hake,BISCAY_07,LSMSF
789_Bis,Ifremer,Bay of Biscay,2018,-18.48,13.29,17.91,41.53,13.09,1.1,3.17,Hake,BISCAY_07,LSMSF
790_Bis,Ifremer,Bay of Biscay,2018,-18.64,13.61,18.05,41.29,12.95,1.08,3.19,Hake,BISCAY_07,LSMSF
791_Bis,Ifremer,Bay of Biscay,2018,-19.03,13.46,18.03,41.55,12.87,1.12,3.23,Hake,BISCAY_05,LSMSF
792_Bis,Ifremer,Bay of Biscay,2018,-18.61,13.97,17.8,43.24,13.58,1.1,3.18,Hake,BISCAY_05,LSMSF
793_Bis,Ifremer,Bay of Biscay,2018,-18.8,12.92,15.56,41.87,13.33,1.08,3.14,Hake,BISCAY_05,LSMSF
794_Bis,Ifremer,Bay of Biscay,2018,-18.78,13.25,18.08,41.28,13.12,1.16,3.15,Hake,BISCAY_05,LSMSF
795_Bis,Ifremer,Bay of Biscay,2018,-18.8,13.28,17.1,42.12,13.15,1.08,3.2,Hake,BISCAY_05,LSMSF
796_Bis,Ifremer,Bay of Biscay,2018,-18.73,14.05,18,40.27,12.7,1.12,3.17,Hake,BISCAY_13,LSMSF
797_Bis,Ifremer,Bay of Biscay,2018,-18.81,13.44,17.39,41.91,12.95,1.24,3.24,Hake,BISCAY_13,LSMSF
798_Bis,Ifremer,Bay of Biscay,2018,-19.06,13.31,18.04,41.33,12.83,1.25,3.22,Hake,BISCAY_13,LSMSF
799_Bis,Ifremer,Bay of Biscay,2018,-18.81,13.56,18.1,41.53,13,1.19,3.19,Hake,BISCAY_13,LSMSF
800_Bis,Ifremer,Bay of Biscay,2018,-19.01,13.74,17.98,41.66,13.04,1.23,3.2,Hake,BISCAY_13,LSMSF
801_Bis,Ifremer,Bay of Biscay,2018,-18.69,13.73,18.04,41.75,13.13,1.13,3.18,Hake,BISCAY_15,LSMSF
802_Bis,Ifremer,Bay of Biscay,2018,-19.75,13.11,17.7,43.81,12.89,1.17,3.4,Hake,BISCAY_15,LSMSF
803_Bis,Ifremer,Bay of Biscay,2018,-18.81,14.11,16.09,41.76,13.17,1.22,3.17,Hake,BISCAY_15,LSMSF
804_Bis,Ifremer,Bay of Biscay,2018,-18.89,13.16,17.76,41.56,13.13,1.14,3.17,Hake,BISCAY_15,LSMSF
805_Bis,Ifremer,Bay of Biscay,2018,-19.21,13.11,17.98,42.14,12.99,1.13,3.24,Hake,BISCAY_15,LSMSF
806_Bis,Ifremer,Bay of Biscay,2018,-18.45,15.1,17.06,42.95,12.92,1.06,3.33,Hake,BISCAY_11,LSMSF
807_Bis,Ifremer,Bay of Biscay,2018,-18.13,14.6,17.26,41.67,13.01,1,3.2,Hake,BISCAY_11,LSMSF
808_Bis,Ifremer,Bay of Biscay,2018,-18.64,13.34,17.35,41.47,12.9,1.05,3.21,Hake,BISCAY_11,LSMSF
809_Bis,Ifremer,Bay of Biscay,2018,-18.8,13.08,17.12,41.2,12.74,1.09,3.23,Hake,BISCAY_11,LSMSF
810_Bis,Ifremer,Bay of Biscay,2018,-18.86,12.89,17.64,42.77,13.41,1.12,3.19,Hake,BISCAY_11,LSMSF
811_Bis,Ifremer,Bay of Biscay,2018,-19.41,12.75,15.31,40.66,12.78,1.12,3.18,Hake,BISCAY_14,LSMSF
812_Bis,Ifremer,Bay of Biscay,2018,-20.92,13.74,17.69,45.22,11.82,1.05,3.82,Hake,BISCAY_14,LSMSF
813_Bis,Ifremer,Bay of Biscay,2018,-19.71,12.13,18.23,41.01,12.86,1.15,3.19,Hake,BISCAY_14,LSMSF
814_Bis,Ifremer,Bay of Biscay,2018,-19.84,12.37,17.33,42.46,12.94,1.15,3.28,Hake,BISCAY_14,LSMSF
815_Bis,Ifremer,Bay of Biscay,2018,-19.78,12.42,18.03,42.63,13.23,1.11,3.22,Hake,BISCAY_14,LSMSF
816_Bis,Ifremer,Bay of Biscay,2018,-18.82,13.45,17,41.75,13.04,1.12,3.2,Hake,BISCAY_12,LSMSF
817_Bis,Ifremer,Bay of Biscay,2018,-18.34,14.47,17.44,41.64,13.13,1.11,3.17,Hake,BISCAY_12,LSMSF
818_Bis,Ifremer,Bay of Biscay,2018,-18.46,14.27,17.61,40.61,12.75,1.04,3.18,Hake,BISCAY_12,LSMSF
819_Bis,Ifremer,Bay of Biscay,2018,-18.32,14.29,16.8,43.23,13.35,0.85,3.24,Hake,BISCAY_12,LSMSF
820_Bis,Ifremer,Bay of Biscay,2018,-18.87,14.08,17.97,43.94,13.49,1.15,3.26,Hake,BISCAY_12,LSMSF
821_Bis,Ifremer,Bay of Biscay,2018,-19.28,12.67,18.33,40.72,12.74,1.15,3.2,Hake,BISCAY_17,LSMSF
822_Bis,Ifremer,Bay of Biscay,2018,-18.43,13.79,18.08,43.24,13.37,1.2,3.23,Hake,BISCAY_17,LSMSF
823_Bis,Ifremer,Bay of Biscay,2018,-18.72,13.71,18.11,42.48,13.4,1.27,3.17,Hake,BISCAY_17,LSMSF
824_Bis,Ifremer,Bay of Biscay,2018,-18.73,13.5,18.19,41.91,13.15,1.15,3.19,Hake,BISCAY_17,LSMSF
825_Bis,Ifremer,Bay of Biscay,2018,-19.1,12.88,15.57,41.86,13.01,1.16,3.22,Hake,BISCAY_16,LSMSF
826_Bis,Ifremer,Bay of Biscay,2018,-18.65,14.02,18.06,41.8,13.18,1.18,3.17,Hake,BISCAY_16,LSMSF
827_Bis,Ifremer,Bay of Biscay,2018,-19.19,13.8,18.01,41.82,12.85,1.2,3.25,Hake,BISCAY_16,LSMSF
828_Bis,Ifremer,Bay of Biscay,2018,-18.86,13.98,18.2,41.48,13.02,1.22,3.18,Hake,BISCAY_16,LSMSF
829_Bis,Ifremer,Bay of Biscay,2018,-18.75,13.83,17.95,41.48,12.98,1.22,3.19,Hake,BISCAY_16,LSMSF
830_Bis,Ifremer,Bay of Biscay,2018,-18.97,13.12,17.88,42.09,13.2,1.1,3.19,Hake,BISCAY_18,LSMSF
114_Ns,Marine Scotland,North,2018,-19.08,13.54,17.7,41.38,12.96,1.14,3.19,Hake,NORTH_20,LSMSF
115_Ns,Marine Scotland,North,2018,-19.15,14.19,16.9,41.22,12.9,1.2,3.19,Hake,NORTH_20,LSMSF
130_Ns,Marine Scotland,North,2018,-19.28,13.33,17.89,41.29,12.93,1.15,3.19,Hake,NORTH_18,LSMSF
178_Ns,Marine Scotland,North,2018,-20.3,13.82,17.96,41.87,12.95,1.13,3.23,Hake,NORTH_16,LSMSF
186_Ns,Marine Scotland,North,2018,-19.35,14.42,16.78,41.35,12.82,1.06,3.23,Hake,NORTH_01,LSMSF
188_Ns,Marine Scotland,North,2018,-19.43,14.13,16.76,41.52,12.94,1.08,3.21,Hake,NORTH_01,LSMSF
364_Ns,Marine Scotland,North,2018,-19.41,14.1,15.22,42.66,12.44,1.02,3.43,Hake,NORTH_17,LSMSF
466_Ns,Marine Scotland,North,2018,-19.19,13.01,16.78,40.65,12.92,1.02,3.15,Hake,NORTH_13,LSMSF
498_Ns,Marine Scotland,North,2018,-19.6,12.95,18.15,41.41,12.89,1.09,3.21,Hake,NORTH_15,LSMSF
518_Ns,Marine Scotland,North,2018,-20.54,12.36,17.72,41.63,12.59,1.09,3.31,Hake,NORTH_30,LSMSF
131_Ns,Marine Scotland,North,2018,-19.75,13.19,16.87,45.45,13.72,1.16,3.31,Hake,NORTH_18,LSMSF
228_Ns,Marine Scotland,North,2018,-19.03,14.02,18.79,46.69,13.36,0.98,3.5,Hake,NORTH_25,LSMSF
232_Ns,Marine Scotland,North,2018,-19.12,14.28,18.99,45.38,13.2,0.99,3.44,Hake,NORTH_25,LSMSF
244_Ns,Marine Scotland,North,2018,-18.57,12.96,18.58,45.19,13.93,1.09,3.24,Hake,NORTH_32,LSMSF
275_Ns,Marine Scotland,North,2018,-19.22,13.7,19.14,44.04,13.73,1.08,3.21,Hake,NORTH_27,LSMSF
276_Ns,Marine Scotland,North,2018,-18.75,13.96,18.29,44.42,13.65,1.01,3.25,Hake,NORTH_27,LSMSF
278_Ns,Marine Scotland,North,2018,-18.76,12.92,18.73,45.7,14.02,1.05,3.26,Hake,NORTH_27,LSMSF
301_Ns,Marine Scotland,North,2018,-18.9,13.04,18.43,45.63,14.04,1.02,3.25,Hake,NORTH_34,LSMSF
389_Ns,Marine Scotland,North,2018,-19.04,13.79,18.28,45.05,13.8,1.03,3.26,Hake,NORTH_38,LSMSF
390_Ns,Marine Scotland,North,2018,-17.95,15.46,18.4,45.68,13.69,0.98,3.34,Hake,NORTH_38,LSMSF
397_Ns,Marine Scotland,North,2018,-19.01,13.75,18.65,44.44,13.81,0.98,3.22,Hake,NORTH_08,LSMSF
417_Ns,Marine Scotland,North,2018,-18.88,12.86,18.21,45.28,14,1.05,3.23,Hake,NORTH_33,LSMSF
448_Ns,Marine Scotland,North,2018,-19.63,13.87,18.49,48.87,14.07,1.03,3.47,Hake,NORTH_19,LSMSF
451_Ns,Marine Scotland,North,2018,-19.35,13.89,18.63,45.74,14.14,1.06,3.23,Hake,NORTH_19,LSMSF
465_Ns,Marine Scotland,North,2018,-19.35,13.84,17.18,47.39,12.92,0.96,3.67,Hake,NORTH_13,LSMSF
467_Ns,Marine Scotland,North,2018,-18.88,13.47,18.03,47.28,14.31,0.99,3.3,Hake,NORTH_13,LSMSF
488_Ns,Marine Scotland,North,2018,-19.12,14.06,17.51,45.87,14.08,1.06,3.26,Hake,NORTH_21,LSMSF
497_Ns,Marine Scotland,North,2018,-19.2,13.46,18.83,45.52,13.72,1.02,3.32,Hake,NORTH_15,LSMSF
514_Ns,Marine Scotland,North,2018,-19.18,13.54,18.78,46,14,1.07,3.29,Hake,NORTH_30,LSMSF
516_Ns,Marine Scotland,North,2018,-19.38,14.03,18.82,46.95,13.82,1.02,3.4,Hake,NORTH_30,LSMSF
517_Ns,Marine Scotland,North,2018,-19.64,14.44,19.19,46.23,14.02,1.06,3.3,Hake,NORTH_30,LSMSF
1001_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.68,8.55,19.89,46.03,14.24,1.02,3.23,Hake,Palma,LSMSF
1004_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.41,9.03,19.55,43.71,13.47,0.98,3.24,Hake,Palma,LSMSF
1010_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.59,8.58,19.64,44.28,13.43,0.98,3.3,Hake,Palma,LSMSF
1013_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.15,9.56,19.52,43.17,13.48,0.94,3.2,Hake,Palma,LSMSF
1015_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.77,8.36,20.08,43.65,13.6,0.98,3.21,Hake,Palma,LSMSF
1019_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.63,9.73,19.8,46.32,13.6,1.01,3.41,Hake,Palma,LSMSF
1025_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.73,8.44,20.12,44.06,13.68,0.97,3.22,Hake,Palma,LSMSF
1026_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.44,9.2,19.96,44.81,13.79,1.01,3.25,Hake,Palma,LSMSF
1029_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.26,9.3,20.07,43.84,13.57,0.93,3.23,Hake,Palma,LSMSF
1030_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.71,8.27,19.82,44.11,13.4,0.94,3.29,Hake,Palma,LSMSF
1032_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.58,8.64,20.12,44.34,13.7,0.98,3.24,Hake,Palma,LSMSF
1033_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.73,8.39,19.93,45.58,14.16,1.02,3.22,Hake,Palma,LSMSF
1034_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.84,8.2,19.31,43.54,13.58,1,3.21,Hake,Palma,LSMSF
1035_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.38,9.13,19.6,43.31,13.49,0.99,3.21,Hake,Palma,LSMSF
1040_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-18.95,9.49,20,43.38,13.44,0.97,3.23,Hake,Palma,LSMSF
1041_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.38,9.28,20.13,43.22,13.45,0.99,3.21,Hake,Palma,LSMSF
1042_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.48,8.88,19.9,45.4,13.94,1.02,3.26,Hake,Palma,LSMSF
882_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.08,9.88,19.96,43.71,13.58,0.99,3.22,Hake,Santanyi,LSMSF
883_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.22,9.74,20.09,44.56,13.74,0.92,3.24,Hake,Santanyi,LSMSF
886_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-18.93,9.86,20.03,42.95,13.55,0.93,3.17,Hake,Santanyi,LSMSF
887_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.82,7.4,19.69,43.47,13.34,0.95,3.26,Hake,Santanyi,LSMSF
888_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.3,8.97,19.61,43.21,13.5,0.93,3.2,Hake,Santanyi,LSMSF
890_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.95,8.15,20.13,43.74,13.46,0.98,3.25,Hake,Santanyi,LSMSF
899_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.34,9.73,20.07,43.64,13.65,0.95,3.2,Hake,Santanyi,LSMSF
904_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.75,8.5,19.84,44,13.49,0.98,3.26,Hake,Santanyi,LSMSF
905_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.76,8.36,20.1,43.09,13.36,0.98,3.23,Hake,Santanyi,LSMSF
909_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.23,9.92,19.37,43.95,13.7,0.96,3.21,Hake,Santanyi,LSMSF
911_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.83,7.86,19.63,44.34,13.6,0.97,3.26,Hake,Santanyi,LSMSF
913_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.53,8.59,19.87,43.34,13.4,0.9,3.23,Hake,Santanyi,LSMSF
916_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.29,9.07,19.79,44.21,13.77,0.96,3.21,Hake,Santanyi,LSMSF
