FishID,Source,Location,Year_samples_collected,d13C,d15N,d34S,%C,%N,%S,CN,Species,Station,SIA_location
504_Ns,Marine Scotland,North,2018,-17.64,13.88,19.51,42.12,13.47,1.1,3.13,Cod,NORTH_30,NOCS
505_Ns,Marine Scotland,North,2018,-17.76,13.91,19.35,42.64,13.48,1.11,3.16,Cod,NORTH_30,NOCS
507_Ns,Marine Scotland,North,2018,-18.08,13.3,19.57,42.33,13.31,1.11,3.18,Cod,NORTH_30,NOCS
525_Bal,DTU,Baltic,2018,-21.15,12.96,16.49,43.45,13.1,0.92,3.32,Cod,BAL_01,NOCS
526_Bal,DTU,Baltic,2018,-21.29,12.78,16.9,43.38,13.45,0.96,3.23,Cod,BAL_01,NOCS
527_Bal,DTU,Baltic,2018,-22.37,12.49,17.3,43.57,13.07,1.01,3.33,Cod,BAL_01,NOCS
528_Bal,DTU,Baltic,2018,-21.06,13.62,17.13,41.37,12.81,1.01,3.23,Cod,BAL_01,NOCS
529_Bal,DTU,Baltic,2018,-21.65,12.91,17.01,44.59,13.13,0.84,3.4,Cod,BAL_02,NOCS
530_Bal,DTU,Baltic,2018,-21.17,12.93,16.14,43.3,13.38,0.93,3.24,Cod,BAL_07,NOCS
531_Bal,DTU,Baltic,2018,-20.72,13.06,14.71,42.79,13.18,0.86,3.25,Cod,BAL_03,NOCS
532_Bal,DTU,Baltic,2018,-21.07,12.69,16.38,42.96,13.24,0.84,3.25,Cod,BAL_04,NOCS
533_Bal,DTU,Baltic,2018,-20.97,12.56,17.88,40.23,12.57,0.92,3.2,Cod,BAL_01,NOCS
534_Bal,DTU,Baltic,2018,-21.15,12.38,18.66,42.91,13.6,1,3.16,Cod,BAL_01,NOCS
535_Bal,DTU,Baltic,2018,-21.16,12.65,17.68,43.31,13.3,0.89,3.26,Cod,BAL_01,NOCS
536_Bal,DTU,Baltic,2018,-21.15,13.41,17.24,43.05,13.39,1.05,3.22,Cod,BAL_01,NOCS
537_Bal,DTU,Baltic,2018,-21.04,13.16,17.41,43.01,13.55,1.21,3.17,Cod,BAL_01,NOCS
538_Bal,DTU,Baltic,2018,-21.41,13.09,17.35,43.4,13.14,0.97,3.3,Cod,BAL_01,NOCS
539_Bal,DTU,Baltic,2018,-20.91,11.35,17.68,42.31,13.5,0.86,3.13,Cod,BAL_01,NOCS
540_Bal,DTU,Baltic,2018,-21.23,12.08,18.51,43.34,13.59,0.99,3.19,Cod,BAL_01,NOCS
541_Bal,DTU,Baltic,2018,-22.02,13.31,18.8,45.45,12.58,0.92,3.61,Cod,BAL_01,NOCS
542_Bal,DTU,Baltic,2018,-20.86,12.5,18.11,43.42,13.62,0.9,3.19,Cod,BAL_01,NOCS
543_Bal,DTU,Baltic,2018,-21.34,12.9,19.17,43.12,13.31,1.11,3.24,Cod,BAL_01,NOCS
544_Bal,DTU,Baltic,2018,-21.41,12.82,19.1,43.11,13.49,1.2,3.2,Cod,BAL_01,NOCS
545_Bal,DTU,Baltic,2018,-21.69,12.17,18.71,43.19,13.4,0.96,3.22,Cod,BAL_01,NOCS
546_Bal,DTU,Baltic,2018,-21.16,12.51,18.46,43.48,13.53,0.94,3.21,Cod,BAL_01,NOCS
547_Bal,DTU,Baltic,2018,-20.99,12.7,18.62,42.63,13.53,1.09,3.15,Cod,BAL_01,NOCS
548_Bal,DTU,Baltic,2018,-20.96,11.57,19.35,44.79,12.91,1.01,3.47,Cod,BAL_01,NOCS
549_Bal,DTU,Baltic,2018,-21.42,12.71,17.39,42.81,13.34,1.05,3.21,Cod,BAL_01,NOCS
550_Bal,DTU,Baltic,2018,-20.87,13.39,18.21,43.38,13.57,1.01,3.2,Cod,BAL_01,NOCS
551_Bal,DTU,Baltic,2018,-20.84,12.41,19.33,43.61,13.59,0.93,3.21,Cod,BAL_01,NOCS
552_Bal,DTU,Baltic,2018,-21.03,13.32,18.06,44.19,13.28,0.91,3.33,Cod,BAL_01,NOCS
553_Bal,DTU,Baltic,2018,-21.03,12.92,18.9,43.63,13.7,1.08,3.19,Cod,BAL_01,NOCS
554_Bal,DTU,Baltic,2018,-20.94,13.51,19.31,43.71,13.51,0.93,3.24,Cod,BAL_01,NOCS
555_Bal,DTU,Baltic,2018,-21.57,11.97,19.07,43.9,13.34,0.95,3.29,Cod,BAL_01,NOCS
556_Bal,DTU,Baltic,2018,-20.88,12.59,19.65,43.21,13.8,0.93,3.13,Cod,BAL_05,NOCS
557_Bal,DTU,Baltic,2018,-21.21,13.19,18.46,43.7,13.25,0.99,3.3,Cod,BAL_01,NOCS
558_Bal,DTU,Baltic,2018,-20.53,12.5,18.65,43.44,13.31,1.05,3.26,Cod,BAL_01,NOCS
559_Bal,DTU,Baltic,2018,-21.02,13.13,19.35,43.55,13.67,1,3.19,Cod,BAL_01,NOCS
560_Bal,DTU,Baltic,2018,-21.06,12.34,19.08,43.47,13.77,1.01,3.16,Cod,BAL_01,NOCS
561_Bal,DTU,Baltic,2018,-20.85,13.22,18.6,42.36,13.69,0.97,3.09,Cod,BAL_06,NOCS
562_Bal,DTU,Baltic,2018,-21.14,12.56,17.96,42.74,13.49,1.01,3.17,Cod,BAL_01,NOCS
563_Bal,DTU,Baltic,2018,-20.98,12.58,18.79,43.46,13.64,1.01,3.19,Cod,BAL_01,NOCS
564_Bal,DTU,Baltic,2018,-20.96,12.75,18.25,43.62,13.57,0.94,3.21,Cod,BAL_01,NOCS
565_Bal,DTU,Baltic,2018,-20.87,13.13,15.8,43.6,13.27,1.06,3.29,Cod,BAL_01,NOCS
566_Bal,DTU,Baltic,2018,-21.44,12.42,18.38,43.57,13.87,1.17,3.14,Cod,BAL_01,NOCS
673_Cel,Ifremer,Celtic,2018,-16.66,16.55,18.22,44.85,13.65,1.26,3.29,Cod,CELTIC_22,LSMSF
674_Cel,Ifremer,Celtic,2018,-18.28,14.36,19.4,45.3,13.56,1.25,3.34,Cod,CELTIC_22,LSMSF
675_Cel,Ifremer,Celtic,2018,-17.07,15.97,18.42,44.98,13.58,1.11,3.31,Cod,CELTIC_22,LSMSF
676_Cel,Ifremer,Celtic,2018,-17.11,15.76,19.39,47.39,14.63,1.12,3.24,Cod,CELTIC_22,LSMSF
677_Cel,Ifremer,Celtic,2018,-17.26,15.08,19.6,44.58,13.83,1.09,3.22,Cod,CELTIC_22,LSMSF
678_Cel,Ifremer,Celtic,2018,-17.14,15.26,18.24,44.2,13.53,1.04,3.27,Cod,CELTIC_23,LSMSF
679_Cel,Ifremer,Celtic,2018,-18.07,15.07,19.6,40.8,12.38,1.09,3.3,Cod,CELTIC_26,LSMSF
680_Cel,Ifremer,Celtic,2018,-17.54,15.52,18.42,44.06,13.48,1.07,3.27,Cod,CELTIC_26,LSMSF
681_Cel,Ifremer,Celtic,2018,-17.99,14.99,18.85,44.77,14.02,1.42,3.19,Cod,CELTIC_24,LSMSF
682_Cel,Ifremer,Celtic,2018,-17.54,15.09,19.34,44.82,13.76,1.34,3.26,Cod,CELTIC_24,LSMSF
683_Cel,Ifremer,Celtic,2018,-17.35,15.17,19.22,44.38,13.77,1.36,3.22,Cod,CELTIC_24,LSMSF
684_Cel,Ifremer,Celtic,2018,-17.72,15.32,18.99,44.91,13.96,1.26,3.22,Cod,CELTIC_24,LSMSF
685_Cel,Ifremer,Celtic,2018,-16.37,16.96,17.57,44.8,13.61,1.08,3.29,Cod,CELTIC_21,LSMSF
686_Cel,Ifremer,Celtic,2018,-17.18,17.07,17.32,43.63,13.53,1.19,3.23,Cod,CELTIC_19,LSMSF
687_Cel,Ifremer,Celtic,2018,-17.86,15.25,18.73,44.91,13.64,1.06,3.29,Cod,CELTIC_19,LSMSF
688_Cel,Ifremer,Celtic,2018,-17.34,14.73,19.14,43.17,13.29,1.3,3.25,Cod,CELTIC_20,LSMSF
567_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.23,13.43,19.24,43.87,13.84,1.41,3.17,Cod,ICELAND_12,LSMSF
568_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.92,13.01,18.13,43.04,13.49,1.42,3.19,Cod,ICELAND_12,LSMSF
569_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.69,13.11,18.94,44.46,13.79,1.35,3.22,Cod,ICELAND_12,LSMSF
570_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.73,12.55,18.91,44.21,13.52,1.06,3.27,Cod,ICELAND_12,LSMSF
571_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.68,13.41,19.21,42.59,13.46,1.28,3.17,Cod,ICELAND_12,LSMSF
572_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.16,13.55,18.78,41.99,13.5,1.31,3.11,Cod,ICELAND_05,LSMSF
573_Ice,Marine and Freshwater Research Institute,Iceland,2018,-17.83,15.01,19.52,43.61,13.88,1.5,3.14,Cod,ICELAND_05,LSMSF
574_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.29,13.42,18.34,44.19,13.76,0.94,3.21,Cod,ICELAND_05,LSMSF
575_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.43,13.53,17.78,43.81,13.56,0.92,3.23,Cod,ICELAND_05,LSMSF
592_Ice,Marine and Freshwater Research Institute,Iceland,2018,-20.11,13.18,19.57,42.56,13.37,1.41,3.18,Cod,ICELAND_10,LSMSF
593_Ice,Marine and Freshwater Research Institute,Iceland,2018,-20.15,12.66,19.53,43.08,13.48,1.54,3.2,Cod,ICELAND_10,LSMSF
594_Ice,Marine and Freshwater Research Institute,Iceland,2018,-20.17,12.97,19.55,43.57,13.45,1.35,3.24,Cod,ICELAND_10,LSMSF
595_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.8,12.86,19.52,43.77,13.87,1.35,3.16,Cod,ICELAND_10,LSMSF
596_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.76,12.77,19.36,42.75,13.14,1.32,3.25,Cod,ICELAND_10,LSMSF
603_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.08,14.05,18.73,43.37,13.57,1.28,3.2,Cod,ICELAND_17,LSMSF
604_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.16,14.6,19.2,43.72,13.83,1.35,3.16,Cod,ICELAND_17,LSMSF
605_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.51,12.96,19.13,43.99,13.72,1.35,3.21,Cod,ICELAND_17,LSMSF
606_Ice,Marine and Freshwater Research Institute,Iceland,2018,-20.08,12.93,19.7,43.98,14.03,1.36,3.13,Cod,ICELAND_17,LSMSF
607_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.22,13.23,18.68,42.58,13.44,1.32,3.17,Cod,ICELAND_17,LSMSF
609_Ice,Marine and Freshwater Research Institute,Iceland,2018,-16.88,15.2,18.51,43.11,13.66,1.4,3.16,Cod,ICELAND_02,LSMSF
610_Ice,Marine and Freshwater Research Institute,Iceland,2018,-17.01,15.02,18.59,42.3,13.26,1.47,3.19,Cod,ICELAND_02,LSMSF
611_Ice,Marine and Freshwater Research Institute,Iceland,2018,-17.05,15.24,18.36,43.84,13.89,1.34,3.16,Cod,ICELAND_02,LSMSF
612_Ice,Marine and Freshwater Research Institute,Iceland,2018,-15.75,15.41,18.47,42.5,13.57,1.44,3.13,Cod,ICELAND_02,LSMSF
618_Ice,Marine and Freshwater Research Institute,Iceland,2018,-20.07,13.06,18.73,43.87,13.77,1.3,3.19,Cod,ICELAND_08,LSMSF
619_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.96,12.92,18.76,44.06,13.78,1.27,3.2,Cod,ICELAND_08,LSMSF
620_Ice,Marine and Freshwater Research Institute,Iceland,2018,-20.29,13.07,18.74,43.83,13.64,1.4,3.21,Cod,ICELAND_08,LSMSF
621_Ice,Marine and Freshwater Research Institute,Iceland,2018,-20.06,12.87,19.61,44.32,13.78,1.38,3.22,Cod,ICELAND_08,LSMSF
622_Ice,Marine and Freshwater Research Institute,Iceland,2018,-19.38,13.67,19.41,43.02,13.5,1.37,3.19,Cod,ICELAND_08,LSMSF
633_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.63,14.02,16.54,43.45,13.73,1.07,3.16,Cod,ICELAND_07,LSMSF
634_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.41,13.57,17.61,45.43,13.88,0.99,3.27,Cod,ICELAND_07,LSMSF
635_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.89,13.88,19.46,44.58,13.8,1.2,3.23,Cod,ICELAND_07,LSMSF
636_Ice,Marine and Freshwater Research Institute,Iceland,2018,-18.29,14.83,14.61,42.62,13.4,1.44,3.18,Cod,ICELAND_07,LSMSF
